text,toxic
"#AusOpen में बहन वीनस को 6-4, 6-4 से हराकर #SerenaWilliams ने रचा इतिहास, ओपन युग में जीते सबसे ज़्यादा 23 एकल ग्रैंड स्लैम खिताब",0
Chup be haramkhor chara chor,1
Zabardast to India army kya krrhi thi lagta maa chudwa rhi thi,1
आतंकवाद के पहचान के लिए  कुत्तों का नाम ही काफी है पाकिस्तानी नाम  मतलब आंतकवादी,1
ओऐ औकात में रह।तु होता कौन है पुछने वाला ।किस खेत की मुल़ी है।,1
Aaj phir do jawan shaheed v sad Modi g ko jagao plz kucch karo na marnay do unhi kisi ke bete bhai pati ya pita ko koti koti naman,0
Are hum bhi isipe kaam Kar Rahe hai... Ek din chototel ka bhi Pod aa jayega,0
baki ke 2500 500 cr ki wedding walo ke liye bhej diye jynge....f.o,1
Fatwa nhi Quran dekho ye tlaak nhi hui me cheleng karta  hu un  fatwa nikalne walo,1
Tru but bak toh karni hi hai,0
Ek sacha aadmi hi karshakta he aur bol shakta he,0
Ab sala yh khujriwal kya karyga tainshan ho raha hy yr,0
Modi ji or rajnath ji kuch nhi karenge hme permission De de hm marenge,1
"Cnbc thoda aage badho, daro mat.. Janta maaf kar degi",0
"Bhai waha log hi bewkoof the.....Ab bhugaat bhi toh rhe h, hm delhiwaale toh wese bhi kejri ka vote deke bhugat rhe h aur Bihar me bhi nitish Lallu ke sth mil ke bhugat rhe h",1
Galat kya bole sahi hai bachchho ka school time me mobile use ban sahi hai.aap dilwado apne gharo me fir dekho result kya hota.,0
भारत दादा रहा और दादा रहेगा,0
"बेटी की शादी के दिन वीरभद्र के ख़िलाफ़ CBI की एफआईआर, घर पर छापेमारी भी http://khabar.ndtv.com/news/india/cbi-registers-fir-against-virbhadra-singh-1223161 #VirbhadraSingh #cbi",0
70 me se 67 ke waqt kyu nahi diye istefa??? Kejriwal ko bura bhala bolne wale...,1
"विपक्षी नाम  की कोइ राजनेतिक भूमिका  आज के दिन नही है  विरोध प्रतिकात्मक रह गया है. शोर अधिक, प्रभाव और परीणाम शून्य..इसलिये उनके किये की  चर्चा ही अनुपयोगी है. जनता को किसी अन्य दल से अपेक्षा भी नही है भाजपा सत्ताधारी दल है. अच्छा  करता  है, नही करता है. उसकी मर्जी. कोइ रोकने, टोकने, नयी सलाह देने , विरोध करने वाला  नही है... भाजपा के लिये आज की स्तिथी मे  ईच्छानुसार  कुछ भी करने का अवसर है.  समय का लाभ लेते हुवे  अपनी ईच्छानुसार कर भी रही है.",0
haha gau aur bhains main keha fark hai wese kajol main khayea toh gau ko hai but dictator ke raj main darke mare ESE bol rahi haha😂👏,0
Jai ho modi ji ; hum app ke sath hai,0
Nahi kejriwal ki nautanki hai,1
मैडम कुछ केन्द्र सरकार के बारे में भी.....,0
Esme aalah aur bhagwan kaha se aa gye  tum allah ko gali diya aur wo bhagwan ko  ka fayeda hua tum dono ke chakkar me allah  aur bhagwan gali sun rhe hai,0
Nice Name Hai Tumhara @ABP News@ O:)    Visit : MultiBot.Ga,0
Modi ji jara ye talak walak or halala walala chodiye jara pls jawano k liye kuch kariye yaha apki sabse jyada jarurat hai,1
Sudhir Bhagat Sudhir Bhagat Kaha Kot Oh Randi Khana Yu Ja Hum Kot Khud Hai,1
Samajh nahi aata ki maarte bhi hain aur sar kaatkar le bhi jaate hain! Aise to ek din Delhi panhuch jayenge,1
भारत  मां  के वीर सपूतो हमे गर्व  है  आप पर और  आपकी शहादत पर...,0
"नवाज शरीफ, नरेंद्र मोदी के शपथग्रहण समारोह में शामिल होने के लिए भारत आएंगे",0
sale 2M milke india ke economy ko majak bana ke rakh diye,1
Tujhe bhi Aazadi chaye kya. .... Pigs,1
Sir kya gazab show dikhaya rat me prime time me..,0
आजम खाँ जैसे गद्दारोँ से भारत या भारती मुसलमानों के लिये अच्छी बातें सोचना सम्भव ही नहीं है।ये व्यक्ति पाकिस्तानी भाषा ही बोलेगा UN जाय या भाँड मेजय जाने दे इसको भारती मुसलमान भी कभी अपना शुभचिन्तक नहीं मानता है।,1
In saale netaoo ko apne apne chair ki fikr hai.. saalo... DUBB MARO TUM LOG...,1
Sahi kaha subah se kitni bar dekhli,0
Bhai 2 saal se bol rha hai bank account bna lo.. adhaar card bna loo.. kya tyaari nai ki.. log bhadkayenge kripya  patience rakho...,0
Aur Tu koansa Aadmi dikh raha hai madarchod... kisi Veshya khane kee Hijdi Munch vala lagta hai 😎😎😃😃😃😃,1
Bik gayi hai gormint....Saare mil k humko ch*tya Bana rahe hai,1
Ab kya krogi tm janch kroo machin ki,1
Kiyu ki kisi state ke cm ne amount ki koi limit nahi banti jis prakar electricity ki unit or amount hai kiya aise education private school main nahi hona chaiya,0
Ye asli aur sachha muslim hai,0
Aunty ji ab aap and mulayam teerth karne jaiye...Aplogo ka validity khatm ho gaya.....,1
Koi support ni kr raha hoon.atanki hai to usko saza do .but bekusur na pakdo.news ni padte ki 10 saal baad riha hua koi suboot ni tha police ne galat fasaya tha.isme hindu muslim dono ho skte hai.atankwad ko kyn support krega koi bhi,0
Jitna bjp ne kiya hai..Utna congress ne apne life time mein bhi kiya...Khali bakwas karte hai... Aur ninda karte rahete hai...,0
Pehle modi bhakt the ab yogi bhakta bhi aagye .... :P,1
"मोहब्बत है इकरार कहाँ किया,  अदावत करी मगर प्यार कहाँ किया।   मौलाना साहब आदत डाल लो। ना तुमने योगी को जिताया न भाजपा को।",1
akshe  kumar aaj kal modi ki chamcha giri main lage hai anupam kher ki tarah ...jab seniko k sath bura bartaaw kiya jata hai tab kyo nahi bolte akshe kumar ...chamcha giri joro par hai ......,1
Koi mana kiya h un jaane se shauk se jaa sakte ho,0
"बहुत अच्छा किया अन्ना जी , ""आप"" ज्वाइन करना जीवन की सबसे बड़ी गलती है,केजरीवाल के साथ साथ आपका भी नाम ख़राब हो जाता ।",0
bhai tum sb chodo politician sonu nigam sb politics hai hai but kashmir m jo ho rha uske bare m ap kya bologe hmare jawano pr is trh ke hmle hote hain uske bare m kya bologe o to kisi politician a person k liye nii hai pure desh k liye hain,0
आवश्यकता है लडके एवं लडकियो की pantjali heath care में (राज्य एवं जिले अनुसार) हेल्पर- 8500+OT+ रहना+ खाना सुपरवाइजर- 12600+OT+रहना+ खाना (अनपढ से ग्रेजुएट तक)[उ०प्र० एवं बिहार मे and other states] सम्पर्क नं०- 7991766327 ( whatsapp),0
1hafte se Sare ATM khali Hai 209601 k khul to rahte hain. Par paise Nahin Kabhi milte Yahan. Not bandi k baad se aisa hee haal Hai yahan,0
1000 caror+ jayegi ye movie mera ashirwad jo hi enke sath :),0
kam se kam army ki to izzat rakhlo ab ise bhi modi ki gand ka goo samajhke khane ke chakkar me ho tm log,1
Yadav naam ki beemari Hindu samaaj se door honi chaahiye...,1
राहुल गांधी से कोई पूछे कि भैया दस साल आपकी सरकार ने कौन से ढोल बजाये थे जो अमेठी में बिजली नहीं भिजवा सके!!!!!!? 16 रुपये किलो वाली चीनी आपके दौर में ही हमने 44 रुपये किलो खरीदी थी। 250 रूपये का गैस सिलिंडर आपकी ही सरकार में 1000 रुपये का हो गया था। साहब आपके PM ने तो खामोशी से हो जाने दिया ये तो ढोल बजा के कर रहे हैं!!,1
garib admi hai hujuor maaf kar do sahib bhul ho gayee,0
Aafi Irfan.... thore din ruk saale mulle .... ek din wo v aayega... jb Kashmir v India ka hi hissa hoga,1
Ahooo ab 2 hogy hin ab to mza aye gaa,0
देश को समर्पित नेता ऐसा होता हैं दोस्तों हमें गर्व है कि हमें आप जैसा प्रधानमंत्री मिला मोदी जी !!!!!!!,0
Desh me es samye Modi ji ke allava koi bhi yesa rastra Premi nhi h jo aatanvad aur nakalvad se Mukti dila sake,0
Raj Kumar shuru ke 5 second dekh hod aise ginta hai,0
| हरे कृष्ण हरे कृष्ण कृष्ण कृष्ण हरे हरे | || हरे राम हरे राम राम राम हरे हरे ||,0
Yaar koi sahi khabar bhi de diya karo AAP ke bare me sara time shadyantar hi rachte rehte ho,1
सोनू जी ने मंदिरोऔर गुरुद्वाराओ के लिए भी कहा है लेकिन मीडिया और गद्दार लोग सिर्फ अपने धर्म को लेकर चलेंगे आउर सोनु निगम vs मुस्लिम ही होगा अगले एक हफ्ते तक,1
अभिनेता राजकुमार की पुण्यतिथि पर उनसे जुड़ी कुछ दिलचस्प बातें...,0
"Surgical strike ka traylar tha pictur to abhi baqi h , bewakofo randin agr ye do mare unkay sath 5 ,6 aur thy woh kahan ma chudane gay buzdil bhag gay kia socho randin",1
सोनु निगम की पुलिस मे रिपोर्ट हो चुकी हैं कीसी की धार्मिक भावना को ठेस पहोचाने की,0
sbse bda tharki ko tera krisna h jo nhate huye aurto ko dekhta tha. chup chup kr bachpan se hi randi bazz h wo.  tu mohhmd ke bare me pehle thik se jaan le fir bt kriyo teri to okat b nhi unka naam tk lene ki.tu lgta h assaram ke kisi asram ki paidayish h .arvind.,1
"Yr tumhe hr jgah problem hai...bura kro toh hai hi, accha kro tb bhi.",1
Shiv k wajah se he to ho ..jis din bigar gaya us din mitti me v jagah na milegi,0
sir mai kabhi nahi darunga mai asli desh bhakt hu  mai hamesha aap raj ji aur prasoon ji ke sath hu jai hind,0
"ज़िन्दगी भर बस यही करना  कभी कराची , लाहौर , इस्लामाबाद पर भी कब्ज़ा करो !",1
Aaj tak waale bjp k bhakt hai ... Koi ek news aisi bataoo k aajtak waalo modi ya amit shah k against koi news dhikayee hoo.. Ye sab fake hai...,1
Kiyun ki sab jante Hain ki Sahi se inke paas power aagayee to beimano Ko bans karne me der nahi lagegi...,1
Bhag haramzada tera bap ka hindustan nahi gaddar kahi ke,1
इस्तीफा और केजरीवाल वैसे अप्रैल में ही अप्रैल फूल मनता है # मना लो,1
jo or aa gae rhne unko le ja unke pass toh honge abhi.. thode din baad nai honge,0
Nahi be.. pagle ho kya ..  Mera dept hai isme,0
Hume aap par vishwas hai,0
Ek baat samaj nahi aati ki in naksaliyon ke pass Ak47 aur SLR aai kaha se...inki janch honi chahiye.....,0
bike start nahi ho rahi lagta isiliye isko gaane bol diya,0
Desh na chalao insaaniyat to lao janwar ko maarke khoon baha ke paka ke lhaate ho yeh tumhare allah ko accha lagta hai kya,1
Jo hamari sena ke uper  sk kre unke sath asa hi hona chaeiye Jay Bharat mata,0
Post ko ni un svi ka body part ko tbah kr do,1
अरे इस रंडी के बीज को मारो ।। बाहन का लोडा दो बार पिट चुका है पर है भी तो ढेढ का बीज,1
PACL realstate ka paisa unke costumer ko kab tak lautayege mantri ji,0
2018 में बीजेपी को 30 से 40 सीटे मिलेगी ।,1
प्रधानमंत्री नरेन्द्र मोदी द्वारा डिजिटल इण्डिया का पहला कदम अपने android मोबाईल का उपयोग अब घर बैठे online work करके Rs.15000 - 50000 कमाना चाहते है तो आइये DIGITAL INDIA से जुड़िये Zero investment JOIN होने के लिए आप  1⃣ अपने फ़ोन के play store में Champcash लिखो और उस app को अपने मोबाइल में install कर लो  2⃣ अब app पर click करो और sign up पर click करके अपनी डिटेल्स भर दो 3⃣ Refer id of sponsor पूछेगा वहाँ पर 9568568डाल दो 4⃣ complete challenge aur apna id activate karke business se jud jao,0
Congress walo ko to buao hi mat debat me ye terrorist supporter h isse puchiye ki jnu me Rahul gandi kya krne gye the,1
Modi ji apne kaha tha k agar ek sir kata to hum 10 katenge aaj waqt aagaya hai 56 inch ka sina dikhane ka time,0
*JOB JOB JOB**_```मुझे कुछ 50-100 ऐसे लड़के - लड़कियों की ज़रूरत है जो कि मेरे साथ टीम बनाकर अपने घर में बैठ कर काम कर सकें । काम केवल फेसबुक और व्हाट्स एप पर एड पोस्टिंग का है।```_**_```काफी अच्छा पैसा कमा सकते हैं बिना एक भी रूपया लगाये अपने पार्ट टाइम में । अगर आप इच्छुक हैं तो मेरे व्हाट्स एप 'JOB' लिख कर भेज दें।```_**(+919555486359)इस नंबर पर ।**_```नोट:- सिर्फ ऐसे लोग सम्पर्क करें जो मेहनत करके कुछ पाना चाहते हैं । बिना कुछ किए पाने की इच्छा रखने वाले मुझसे सम्पर्क न करें ।```_*,0
Bole tw zeada kon log h India m deobndi or brelvi?,0
kejriwal to dlf ka bhi muh kala karne ki bat kar rahe the jaise congress ne raj thakhre ko khara kiya wiase hi delhi me bjp ke khilap kejriwal ko. congress ko pta hai uske voter kahi nahi jane wale katni to bjp ke hi hai. mai sabhi sambrant logo se nivedan hai ki congress ke is raj thakre se savdhan.,1
यूपी विधानसभा चुनाव के लिए समाजवादी पार्टी और कांग्रेस में गठबंधन हो गया है. गठबंधन के बा कांग्रेस के खाते में 105 सीटें आई हैं. लखनऊ में दोनों ही पार्टी के नेताओं ने इसकी घोषणा की.,0
woh dor hi alag tha.,0
Dekhna kejrewal tere yahi ghatiya raajneeti tere aur tere chamcho ke maut ka kaaran banege..  Marne ke leye tayaar re jaldi apne chamcho ke saath.....,1
"#BCCI की बैठक में फैसला, चेन्नई और राजस्थान दो साल के निलंबन के बाद वापसी करेंगे, 2018 के बाद दस टीमों का होगा #IPL",0
Hmare Sena k pass Kai achcha buletpruf jakket nhi  mai dekh rha hu khuley head ghum rha hai,0
क्या शाओमी रेडमी नोट 4 एक बार फिर कंपनी के लिए भरोसे वाला प्रोडक्ट साबित होगा? क्या इस डिवाइस के साथ रेडमी सीरीज़ की सफलता पर ब्रेक लग जाएगा? आइए रिव्यू के ज़रिए जानते हैं।,0
Kunder wahi na jiske chatta pada tha.,0
"Saala humaare hosh Kyu udne bc, Humaari mashook lagti Hai Kya Jo humain dokha dekr Kisi r k sath set ho gai ho, News ki headline to dhang ki daala kro. Isse b handsome luk wale bande Hai iss duniya me, Unhe dekhkr Ni hosh ude to iss chakkundr ko dekh kr Kya hona? Small hair cut me iske ears aise lgte Hain jaise nano ki dono khedkiyaan kholi ho, Saala dumna kahi ka.",1
Bike toh abhi italy se aa raha hai . .india aane tak ye gaana chalega lagtha hai,0
इसे पहचानने में बहुतों ने भूल की।,1
Bc londa😂 hote hi talwnted hai,0
आज रात 10 बजे नेशनल रिपोर्टर: शरीफ के आने पर सस्पेंस क्यों…? #NawazSharif #NarendraModi,0
Pls congress bjp ko 15 saal to rhne dou.... Kb tk piynge cow urine.. Kbi to dvlpmt ka jobs ka sochnge bhakts..,1
VIDEO : #AapProtest आम आदमी पार्टी की ओर से केंद्र सरकार के एक साल के कामकाज के खिलाफ दिल्ली के जंतर-मंतर पर प्रदर्शन किया गया।,0
Nahi dilli mcd ke kam kaj se khush nahi hai ha KEJRIWAL se jaroor naraj hai. BJP ko isi ka fayda mila.,1
Chachu  12000/  ki  thali  bhi  nhi  mili,0
इराक में संकट के बीच सोना फिर 28000 रुपये के पार...पढ़ें खबर... http://khabar.ndtv.com/news/business/iraq-crisis-gold-soars-crosses-28-thousand-mark-558213?KhabarFB=007,0
छत्तीसगढ़ : आज़ादी के दिन ही होगा आदिवासियों के अधिकार पर हमला? पढ़ें विस्तृत रिपोर्ट...,0
"Correction- hote instead note, hain instead gain,hote  instead note,hote  instead vote,gaye instead",0
राजस्थान में बीजेपी को बहुमत नही मिलेगा वसुंधरा सरकार ने लोगो को ठगा है,1
"Jo bhi bjp k hein jo kehte hein theek kehte hein, ab behas ki zaroorat nahi ha",0
इंटरनेशनल एजेंडा आज रात 7.30 बजे नग़मा सहर के साथ एनडीटीवी इंडिया पर http://t.co/YH7IwbYg36,0
Ye modi sahb se kuch nhi Hoga ye 21 vi sadi ke lego ko bana rha h...,1
Esse bhadkar bhaichara aur kya ho sakta h,0
hahahaha 45 -1 hr .........isse jayda log mandir mein khade rehte hain........yeh inconvinence  kuch nhi...,0
"इस साल सिविल सेवा परीक्षा में टॉप करने वाली ईरा सिंघल के घर जश्न का माहौल है। इरा का साल 2009 में भी सेलेक्शन हुआ था, लेकिन शारीरिक तौर पर कमज़ोर होने के होने के नाते उसे चार साल तक नियुक्ति नहीं मिल पाई थी…",0
सुपरस्टार सलमान खान का मानना है कि युवा अभिनेत्री और फिल्म ‘‘प्रेम रतन धन पायो’’ में उनकी साथी कलाकार सोनम कपूर ने खूबसूरती और प्रतिभा के मामले में उनकी नायिका रहीं… #SalmanKhan #SonamKapoor,0
Pehle kha tha tha nhi mila ab kh rha hu mila sach kya hai bhai.,1
"इंग्लैंड की टीम भारत दौरे से पहले बांग्लादेश गई थी. बांग्लादेश दौरे से पहले उसके कई खिलाड़ियों ने आतंकी हमले के डर से वहां जाने से इंकार कर दिया था, जिनमें वनडे कप्तान इयोन मॉर्गन और… #HaseebHameed #INDvsENG #RajkotTest",0
Prakashstl me investment liya hi 2229 shear 1.35 ki karidari,0
1992 ke baad yeh pehla mauka hain jab khilaadio ne har jagah maayus kiya hain.,1
"उत्तर कोरिया ने हफ्ते में दूसरी बार आज मध्यम दूरी की शक्तिशाली मिसाइल का परीक्षण किया, जो असफल रहा. विशेषज्ञों ने चेतावनी दी है कि इस मिसाइल को अगले साल तक तैनात किया जा… #NorthKorea",0
Ya sala news wala modi our yogi ke kutta hai,1
"Ek  hai  chanda  neel  gagan  me,  ek  hi  RAVISH  KUMAR  J o u r n a l i s m     me  ☺👃☝",0
Isme  galt  kuchh  bhi  nhi  hai,0
"दोनों शहीदों के #शव के साथ बर्बरता,  अबे 56 इन्च वाले #गीदड अब तो कुछ कर दे,  तुमसे तो अच्छा वो #चुपचाप रहने वाला #मनमोहन सिंह था जिसने हेमराज का बदला #सर काट के लिया था,  देश थूकता है ऐ #मोदी,राजनाथ और सुषमा क्योंकि तुम ही लोगों ने 2014 में कहाँ था कि #हमारी सरकार बनी तो एक सर के बदले दस #सर काटेगे,  अब क्यों #नामर्द बने हो ऐ नवाज कि #बिरयानी खाने वाले मोदी।",1
Tum toh  beef ke chakkar mein he mare ja rahe ho .,1
Hamara sarakar thik hotato esa nehi hota ninda karte ninda karte bolaki janedenge unki koi beta hoga to samaj me ayega jay hind,1
fir bete ko hero our beti ko house wife kese bana diya,1
"ईश्वर अल्लाह तेरु नाम , सबको सम्मत्ति दे भगवान !!!!!",0
Mohammad Mohsin bhai kv to life me tamij se baat karna sikh lo,1
Ese to MODI ko 30baar Istifa dena chahiye agar Naitikta ka Itna Khayal he BJP walon ko to,1
"प्रसाद ने कहा, ""मैं तो घाटे में चल रहे भारत संचार निगम लिमिटेड (बीएसएनएल) को सुधारने में लगा हूं, परंतु नीतीश अपने नए मित्रों के साथ बिहार को गर्त में ले जा रहे हैं।"" पढ़ें पूरी खबर लिंक पर क्लिक करके...",0
फिल्म जगत ने पुलिस बल की छवि बिगाड़ी : पीएम नरेंद्र मोदी http://t.co/LjpgGJbiCF,0
Hmre desh k neta sale rajneet k chakkar m hizra ban gye h,1
"Single ticket Lena. Jis din tu UN gaya tu is desh ko bhool Jana, warna jaan gava ni padegi.",1
"उत्तर प्रदेश का वोट फोरकास्ट : BJP 38% (+21), SP 22% (-1) BSP 20% (-7) Cong 10 (-12)",0
Kabse wo Rone walo ne pareshan ker rkha tha.. Ab tum gaandu  log aa Gaye... Abe hato saalo bich me se,1
"Cow , Vande Matram, blah blah yaar iske aage kab badoge?",1
चीन से लगी सरहद पर तैनात आईटीबीपी के जवान अब स्नो स्कूटर से गश्त लगाएंगे. पहली बार आईटीबीपी को ऐसे पांच स्कूटर दिए गए हैं.,0
Mai. Bhi iss channel ko mobile phone pe dekhna chahta hoon..any link,0
Samaj ho to Apne Aapko dekho👈🏿 Petrol ⛽️ pump Chiting loot👈🏿 EVM mashin Chiting desh loot👈🏿  Loot Gaya kaladhan Videsh wala Or india k Bhasan wale Ko meela nahi.. Bhasan fail huva.. Ye ek News Chenal ka lamba naam he😁  Muje😁 BJP ki Pepper Add.. TV 📺 Add.. 15 Lakh ₹ ka Bhasan.. juthe vadhe.. Acche Deen.. Mahegai khatam.. bhasan ka Fayda Huva Nahi he.. Nuksan Huva he.. Dekhna Chahte ho.. to apne aapko dekho.. or Bank seving or buchat Gayab huvi he.. uspar dhyan do..🤔?,1
‌Part time job करके Rs.10000 - 50000 कमाना चाहतेहै तो.......आइये *CashLess DIGITAL INDIA* से जुड़िये......Zero investment.... JOIN होने के लिए आप1⃣ अपने फ़ोन केplaystore*में*Champcash money free* लिखो और उस app को अपने मोबाइल में install कर लो !2⃣ अब app पर click करो और sign up पर click करके अपनी डिटेल्स भर दो.3⃣ Refer id of sponsor पूछेगा वहाँ पर *12935304* डाल दो 4⃣ complete challenge aur apna id activate karke business se jud jao*Refer id 12935304,0
Tumhare  udte honge  hamare kyu udeinge ?  Idiot kahin ka,1
Apni ma se puch tera hi bap hoga high court samjhe bhosadi wala.aur kisi ka nhi hai,1
Gau mutter pee or stone satatue k agay dance ker hahahaha backward Randia,1
सही किया AAP ज्वाइन नही की वरना बीजेपी के एजेंट बने रहने में मुश्किल होती।,1
"गन्दगी ज़हन में नहीं है। आज से 1400 साल पहले ईमाम हुसैन (a.s.) ने जो आतंकवाद के खिलाफ लड़ाई की थी। हम उसी लड़ाई को क़यामत तक जारी रखेंगे। और जो इंसानियत के खिलाफ है उसे किसी फिरखे में शामिल नहीं किया जा सकता, और ये सऊदी उसी ""यज़ीद"" की नाजायज़ औलाद हैं। जो रसूल (s.a.w.s.) के वक़्त से आतंकवाद फ़ैलाते आये हैं।",1
beef khana jroori hai kya kuch b healthy food khalo .,0
Arvind Kumar Singh but tum logo ka kaam hi h kisi aur pe blame kerna,1
Job Admi ki time thik hota too uss ki jhuta wada sunney ka liea log tower hote hain aur job samey   kharap hote too sucha bat sunney ki liea nahi atea,1
"Bhai UP me koi chance nhi, akhilesh, maya ke bad bachta kaha h kisi ke liye UP me,",1
Kanun ka chkkr to lamba chalta hai?jese 16 sal baad lalu par sirf aarop hi tay hua?,0
In ko line lagwake goli mar deni chahiye salo ko ....,1
Sheeyzaan Pervez bhai ab toh le hi le,0
Sahi bat kahi kaha raj bhoj kaha gangu teli,1
Chara kha gya aa miti kha gya or kia khayaga pyad v khalo haba v khalo or kia bacha hy,1
Pls do saal railway ka job barha dijiye this month,0
Abe jhaat k pissu kamran kb  beta ab gaand fat ri h kya...acchi baat h fattni bi chahiye...,1
" Intezamaat naye sire se sambhaale jaayen, Jitne kamzarf hain mehfil se nikaale jaayen.....""",1
App savi chup rho kisi ko ngi pta desh ke 26 jawan kis trha sahhedd huwe h,0
"आमिर खान गला फाड़ कर हिन्दू धर्म की  कुरीतियों के लिए बोलता है, अगर सोनू निगम ने   बोल दिया तो कोनसी आफत आ गयी .. क्या अभिव्यक्ति  की आज़ादी तो सिर्फ शांतिप्रिय धर्म को  है",1
"Sandeep Silani हर जगह पर अपनी माँ मत चुदवा, उसको बहुत दर्द होता होगा",1
Dost aap Indian ho Apko ye sb baate Shobha nhi deti aap bhi humare bhai ho,0
कहाँ से ढूंढ लाए है अन्ना को ?,0
Me inhi achche dino k liye saalo se marr raha tha,1
"Mera desh mahan hai,  Jaha mere ache Hindu Bhai bhi hai. Aur  ham sob mil jhul kr hai, ye Dekh Nahi pa rahe hai . Insha Allah in comment kr ne walo ko samaj le chahiye ke, Khada, Parmeshwar b hota hai.  Inn bhadka ne walo ko pani Naseeb nahi hoga",0
Retweeted NDTV Videos (@ndtvvideos):  कोलकाता की एक बिल्डिंग में लगी आग - http://t.co/DZjyhDmFAH,0
Parhez sabse badi dava hai .... kya sarkar ko nahi Chahiye ki lute hue ko aur lutne se bachaya jaye ... Naahi plastic money ab aayi hai aur Naahi Cyber Security pe Charcha nayi hai ... Hum aaj bhi raat mein kapde press kar lete hai taki subah taiyar rahe.,0
"Mike Paul भाई घर पता कर ले अपने , सुअर ना हो तेरा बाप",1
"₹₹ ONLINE PART TIME JOB ₹₹  100%free अगर आप घर बैठे कमाना चाहते हैl  10000-15000/ month बिना पैसा लागाये तो मेरे , whatsapp no. *9025891038* पर  *JOIN* लिख करके मैसेज करे...",0
Jo badar PR hota hai o jnta ko pta nhi chalta hai aisa kyo,1
Aajam Khan Desh hi chhor de to ess Desh se sampradaiekta hi khatamho jaati salle khate India k Hai or gaate bahar k. Hai,1
"रोहित सरदाना सबका बाप और निडर, निषपक्ष , राष्ट्रप्रेमि ! हीजडे और लंगुर कि कोई हेसियत नही ! भडवे हमेशा डरावनें मुद्दो से भागते है !",1
Modi pradhan mantri ke layak nahi hai.o ek cellebraty ke kaam ke liye acha hai prachar karna road show stage show man ki baat aise cheezo ke liye modi sahi hai....modi ko pata b nahi pradhan mantri kya hota hai aur uska kya kaam hai.....modi ko jaldi se satta se hatana hai nahi to hindustan barbad hojayega,1
america ni bol raha trup bol raha h barna Bharat Ke khilap yaise ward,1
बेहतरीन जानकारी दी आपने रवीश सर,0
Ye vivad badane wale feku ki aulade hi hai .,1
"कांग्रेस के महासचिव दिग्विजय सिंह ने व्यापमं घोटाले में इस बार शिवराज सिंह चौहान के साथ-साथ उनके परिवार को भी घसीटा। इस मामले में कांग्रेसी नेता ने और क्या-क्या कहा, जानने के लिए देखें यह वीडियो....http://goo.gl/NpfLXG",0
"हिन्दू, मुस्लिम झगड़े से मुर्ख सच्चाई छुपाये? सेक्युलरिज्म की हद हो गई! तेरे जैसे लोगों की वजह से पाकिस्तान बना है",1
matlab ye hua ke .. besharmi ki hadd nhi hai  gir bhi gaye to bole ke pair to uppar hai na,1
Bhakto suji kya .... 😀😀😀😀,1
मैं वापस आ जाऊँ  तब तक तुम यहाँ बैठना ।।,0
खयाल अच्छा है गालिब दिल को बहलाने को।,0
देवनानी की वजह से बीजेपी हारेगी अब,1
Bjp sarkar ki bhedbhav nit he,1
Ye abhi na kewal congress se nikala jayega balki desh se bhi,1
जेएनयू छात्र संघ के नेता कन्हैया कुमार के साथ रवीश कुमार की बातचीत,0
Har baar maar kha ke hi akal kyu aati hai agar muh Tod jawab ek baar hi de diya jaata to aisi naubat hi kyu aati. Modi & Co puri Tarah defence main flop Ho chuki hai lekin gulam aur bikau media kabhi sach nahi dikhayegi kiyuki media hamesha jhut hi bolti rahi hai sach ka samna ye gulam jhuthi media kabhi nahi Karna chahti,1
Hum iski ninda karte hai..agar pak ne ayse harkat agey ki toh hum uska kari se kari sabdo mai ninda karenge.,1
Farak bahut bada hain. Yaha aur waha ka .kya dikhayi nehi deta tumko.,1
"ane wale time mai ,. saudi arab jaise desho ko jinki economy oil p tiki hai ,.unhe bahut nuksaan uthana pad skta hai , ... America or china bhi es wajah s pareshaab hai ki ane wale time mai oil s jada mahenga pani ho jaega .. kuch desho mai abhi k time mai bhi water , oil s jada mahenga hai.",1
इस राजनीती ने बहुत से जवनो को मौत के घाट उतार दिया,0
मित्र एक कार्यकर्ता की तरह नहीं ! एक नागरिक की तरह दोनों के कार्यो का आलान करें !,0
आशा में कि अगली सरकार कांग्रेस की हो और वो पुराने नोट बहाल कर दे,0
Haa ye mulle modi pr laa dete hai kabhi bola mc ne ki PAC yesa hai galat huaa sena ke saath. Mc ko mil raha aarachadn aur kya,1
शर्म करो.... कब तक बेगुनाह सैनिकों की जान लेते रहेगें.. बेशर्म सरकार..,1
Solve jaldi nh bh horha na to gandmarane.... bdawa bhe mt do Aur jo hathi mast chalrha haina use inform kr do chintiya bhe tyar hai hathi ko sulane,1
Modi ji aap ki party jab Virodh me thi to us waqt aapne aisa koi nirnay kyo nahi liya ...? Jo boya woh kaat rahe hei aap log ...!,1
Jansankhya aise hi badti rahi to ye jaldi hi 160 crore hone wale hain. Iske bare me bhi socho modi ji.,0
Abe tere gaav me news chenal Nhi h kya India me kutto ki dakhal Nhi li jati,1
राजनिती अपने आखरी चरन पर है        आपनी भाषा अपना दामन बताती हैं,0
hahaha yeh lundian hain kch bhi sochty rehty hain . . inko yeh nahi pta k us time indian army nahi thi balky british indian army thi . . . .,1
अं घो  को दिखता नहि ! उनका एक ही एजेंडा है मोदीजीको निकालो क्योंकि बहुत डर ग ये लगते हैं।,1
