comment,toxic
только в этой теме выплакивают лайки. больше нечем удивить?,0
я этого пи...ра еще в советской армии видел... убить надо было. может быть страну бы спас...,1
что за новая мода с голои пиздои чюь чюь одета и другои лаик шлюшки,1
"ешкин крот, что у нас в россии нет адекватного лидера, который бы повел людей против действующей власти?!",0
"мы в оккупации, фрицы нами комадуют. скоро будем жить в гетто.",0
группа по интересам и присылать материал можно всем..,0
"Это там блевотина на потолке, да?
",1
"конечно он быдло, вернее хохлобыдло.",1
в итоге все по одному надо знать цену каждого чтобы был результат а не штуки считать,0
"истинный мерзавец с гавной в душе ,",1
обычная лестница что в ней не так,0
это катенок?,0
"латыш своим запором хвастается у шуха , чухонец пиздец",1
отписка.надоели говнопосты админа,1
охуевшая рожа!,1
"а я вот помню,хоть ты,гнида, и не обещал,но подохнешь ты,окурок,скоро!!!👎👎👎",1
сучару этого казнить таким же способом!,1
"не ври ..не поддерживает их пол страны ..кого поддерживать? либералов гастролеров? или хохлосброд? или вы думаете бывший губернатор лицензию на убийства получил? виноват или нет решит суд! устроили блядь ...ещё власть смотрит сквозь пальцы ... а надо как в китае раскатать к херам что б херней не страдали.. люди работают что б семьи прокормить .а вы за какие херы носитесь по митингам? на что суки живёте, кто вам оплачивает стояние с плакатами???????",1
в зад бы ему вставить. по самую рукоятку.,1
"заебал этот китай с японий жрут,всякую хуйню ,ебут каго не лень вот вам и спид,и корона идр.всякие болячки,ебануть туда бомбу с хлоркой ,заебали,только,все выличяться открывают границы,а там каго не лень 2оо человек в море сут потом,эту воду пьют,и ебут всякую не честь заебали,но русский народ силен проспиртован нам все по хуй!!!!!",1
глас вопиющего в пустыне🙉,0
этого вечно недовольного пидора потерявшего всякую совесть давно следовало бы посадить на место. хватит!,1
"Я дико извиняюсь .Но в какую тему мне идти б лд ... Папа А от каких обезьян , негры появились , Не пизди . Негры от обезьян появились
",1
"даааавно уже слышала присказку о том что бог попросил 12 мужчин прислать их жен к нему и обещал сделать их сладкими. мужчины видели, что бог положил на блюдечко кусочки сахара, с его слов - 12, для каждой по одному. когда женщины сьели свох сахар и разошлись, бог решил сыграть над мужчинами шутку и схватился за голову: на блюдце он положил (якобы) 13 кусочков. значит, какая-то женщина сьела 2 кусочка и теперь слаще. с тех пор и бегают мужики, ищут, женщину послаще.",0
а дяде морду надо набить иначе не поймет,1
балбес вы лямин,1
такую невесту называют : блядь !,1
а ебало у петровского можно поросят об эту харю бить и пидора лечить в больничке тюремной и толькопургеном чтобы ссука помнил и долго как это жить и без пенсии и безденег и рочее,1
умничка!!!! очень красиво.,0
член сосет твой кержаков у зизу,1
"все эти бабочки отважные, и лепестки, и листья влажные, земли преображая лик, живут, рискуя каждый миг. они живут, летают, дышат, как будто небо — это крыша, и каждый, кто под ней рожден, от всех напастей огражден. ok.ru/profile/581644718611/album/803419416339/908397032211",0
"слышите вы, хуета московская, мы вас кормим пидорасов, вы тут ещё рот свой поганый открываете.",1
"Да как и тебе вообщем то. Перестань уже двачевать себя с телефона и уходи.
",1
"я думаю что в тексте буквальный перевод, но вы абсолютно правы и значение именно это.",0
и пидор он редкостный!!!,1
монолитное,0
сегодня узнали в авиакомпании «сибирская лёгкая авиация» стоимость билетов: томск – барнаул составляет 2 700 руб. барнаул – белокуриха составляет 1 500 руб. в обратную сторону также.,0
"старый презик штопаный. чуешь,как в жопу х пристроился.",1
фотошопер постарался,0
"путина сильно то не трогай, сидел бы ща ты в дерьме при ельцине уже не в россии а америкоросиии, так что клюв в дырку засюнь!!! ща бля парковок во дворах сука не хватает, разбогатели! только головы ве пустее стали, дебилоебы",1
соgепиуа аротиsbиlи а из за кого у меня ненормальной с делов не было за тебя иуду пошла чб ответить класс соgепиуа роlиsbиlк ты сама откуда пиздаболка забыла чб ответить класс виктория антонова лнр и че чб ответить класс соgепиуа ротиsbии пошла на хуй мразь и хуй тебе в очо чб ответить класс виктория антонова иди чма проспись чб ответить класс соgепиуа ротиsbии что б ты сука сдохла страшной смертью будь проклята ч ответить класс,1
"сразу видно по манере говорить кгб мразота. фотки распечатать его и повесить в людных местах, чтобы народ видел и знал своих антигероев.",1
где жирик с зюгановым??? почему не поддержу хабаровчан!!! потому что эти два ушлепка с вовкой лобстеров жрут с одной тарелки!!! пиздаболы одним словом!!!,1
"вообще то, блядь, вором можно человека назвать только по решению справедливого суда. но вам то наверное достаточно дерьма льющегося с экрана путиновизора.",1
"всё яд и всё лекарство - зависит от дозы. это даже произносить не хочется, до чего банально. но ведь это не так! назовите дозу kcn что бы стал лекарством? по моему и абсент из той же оперы.",0
"сама пиздишь,не сравнивай москвовские цены и у нас.у нас пенсии 8 тыс,а у вас в два раза больше.и вам выделяют ещё на ремонт деньги,на лекарства,и траспорт безплатный,а у нас этого нет.",1
чушка зубарева! с воркуты давалка мразь и любит когда ее долбят в ее жопу,1
дебил нельзя белова лебедя стрелять тебе башку прострелить,1
сегодня нет таких актёров.... спасибо за наше детство!!!,0
"смелость,аметист,амортизация,аморфность,омлет.",0
отхерачить бы их хорошенько,1
два пидораси встретились,1
здравствуйте! ответил в л.с.,0
"отправить на каторгу , растрелять",1
ефременко пидор паскудный,1
"Не придумала, как завуалировать намек на ошибку, поэтому только до мидий докопалась)
",0
"дети во дворе целый день собираются играют,ничё...",0
"фуууууу упоротая ты гомосятина, уже призналась в любви к мизулиной",1
"в спортзал надо ходить, мадам, а не на диване умничать. трюк, конечно сложный, но хороший спортсмен (особенно боец) это делает. они на спор и не такие фортели выкидывают.",0
там нечем вздохнуть мимо проезжал,0
"дурочка ты,у тебя мамы нет,ласковое слово жалко!",1
"ага ,сидит она в социальной сети . вы заебали на лайказ зарабатывать. и идиоты что в это верят ,в церковь сходите ,а не х...нёй занимайтесь",1
"и чем можно припугнуть обычно помогает припугивание нанесением физических повреждений вплоть до летального исхода с демонстрацией таковых в более лайтовом варианте ;-) P.S. а вообще берите устав (его вам не могут не дать, он должен быть общедоступным и выдаваться по первому требованию - копия, пусть и копирование за ваш счет, или в электронном виде) и идите к любому гражданскому юристу - это самое лучшее, что можно сделать
",0
кастрацию этому растению провести надо,0
"респект конечно водиле... заправил дерьмо в кормилицу, хай жрет, мне похеру эту убью другую дадут...а хуле вторая зарплата",1
"у нас политики и так все на запад работают, продажные бляди",1
для чего тогда полиция? от народа прятаться.,0
ввп нужны заводы белоруссии. свои развалили.,0
николай николаевич кузбасс с тобой!,0
блядь они потеряли время а то что убили сколько детей стариков женщин сколько разрушили разграбили ни слова та кем же нужно быть чтобы после всего что укропия сотворила с донбассом еще и лепетать о каком то возвращении в украину ? а может теперь донбасс побомбит бывших братьев лет этак пять для начала а потом на весь мир задаст вопрос - братья укропы не желаете ли вы с нами опять побрататься или дружненько зажить ?,1
"ктв ебнулись совсем, сук.",1
спасибо хорошим.которые диагнос поставить не могут не место в медицине.мне тоже выписал таблетки чуть и все.они выполняют план аптеке.,0
осталось на мудя повесить.:d :d :d,0
"звери намного благороднее , а это продажные выродки , выблядки рода (к сожалению) человеческого",1
"мои благополучно с двумя котами уживались,и спали вместе😁",0
150 мяса+ 50 риса? это точно 1 голубец,0
по этой ссылке можно скачать книгу вюнсдорф... как много в этом звуке.... формат pdf. автор и.хомяков. я выложил в облако mail.ru. можете скачать https://cloud.mail.ru/public/5bfg/2odtqt4ru,0
пидарас ебучий,1
стройки работают. сама видела сегодня.,0
"да и ладно, лишь бы не страдали дети! если детям хорошо, то пусть живут как хотят!",0
"леночка ! с днём рождения поздравляю , счастья , радости желаю !",0
когда закончатся технические работы?,0
"сегодня массовые праздники дома под одеялом,все как собаки цепные перекусались,преступления взбудораживают страну,воровство процветает,насилие растёт.что будет дальше можно смело говорить.одно греет душу что воры навострят лыжи в бега,липовые генералы и генеральши так же последуют за ними,звездочёты которых наградили героями на халяву так же сквозанут.один вопрос к ним кому вы там нужны,нужны лишь ваши бабки,а закончатся а это будет точно потому как вас там сразу станут доить тогда что?отморозки одумайтесь на том свете ресторанов и проституток нет.",1
ой оаатья оисе лаю лай мно го gолих g а глаоное с очаа до об осие с доброе уречко,0
"Лурочка: Эльдорадо(Быдлорадо, Елдарада, Дилдорадо, Эльдорабство) быдлосеть быдломагазинов быдлотехники и быдлоэлектроники для быдла.
",1
блять на огород ее верху жопой а не перед камерой жопой вертеть тампоны рекламировать.,1
небольшая разница нефть просто воруют у народа - а за литр молока надо пахать и пахать,0
его самого отдать китайцам.,0
они наверное свои личные печки на кирпичи разобрали .и в ямы заложили.😄,0
и у неё это норма жизни,0
оплатила 2489р закупку линия распродаж сп-28,0
"за медаль продался, тварь далеко пойдёт",1
просто пиздес страшный женщина,1
гос- удар- с.т.-во!!!,0
кострировать,1
"мужики только таких не любят, к сожалению.",0
"а сейчас уже в школе уборщицы классы моют.и даже практике нет дети это просто овощи,им только интернет и телефоны.",0
этих пидарасов никогда не осудят. только с должности выгоняют и всё,1
пидарюга! какой-то очередной!,1
а ты что в рабстве?,0
"ужас! жалко погибшего мужчину и его семью,ведь его уже не вернёш!!",0
"это не страх перед барином. это страх, что ударят по карману, что выпишут охранительные штрафы, а народ и так после самоизоляции обнищал. .:( :( :(",0
"звоните по телефону, обьяню как проехать",0
убить гандона 👎,1
"а чё, сильно изменился?",0
выебать палкой в жопу.и расстрелять нахуй урода,1
"Ник Вуйчич в восторге!!!
",1
есть и другие папы)) которых и папой называть не хочется...,0
да мы в ответе за тех кого приручили,0
а почему первые лица без масок?!?!?!?!?!? 😳😱,0
спасибо но уже прислали сразу же,0
"нечего ебло раскрывать на москву,основатель киевский князь,так что мокшанские болота тоже киевские.лаптёжники! я не знаю где вам жить ,всё вокруг киевское ,границ нету.если только северный полюс,там сша.ну не знаю,куда вас девать.",1
"хоть на мтв ,хоть нтв гандон он сука отпиздил бы эту мразь",1
"чубайс-херня,туда уже мишико собрался,на любую должность. вот тогда бульбашам точно пиз..а придет.",1
задолбал не вирус а правительство и торгаши.,0
ересь вам перевели на ваш свинячий язык не пиши мне тварь беграмотная только и умеете в шароварах пердеть и в соломеных шляпка свинья хвосты крутить какие вы славяне вас за столько лет отимели турки австровенгры шведы поляки немцы где ты там славян увидел вафлер?,1
на вилы таких скотов.,1
"поздравляю! хлопот много, а радости больше. терпения и сил тебе, дорогая. у меня была двойная и старшей 2,5 года, все выросли, чего и вам желаю",0
"доброе утро. нажимаю класс, а вот куда писать кодовое слово не знаю. подскажите пожалуйста)))))",0
"да, впечатления остались самые прекрасные. а пещеры -это вообще что то за гранью бытия.",0
пиздюки - они и есть пизд... голову не заменишь((,1
игорь тесленко жил на ул. клубной.,0
"чтоб его, суку, самого на цепь посадили.",1
"походу ты дурак мы в европу только на танках,и европу сюда хуй пустим пускай там у себя в жопу ебутся нам пидорасы не нужны.",1
"его благодарить надо, за то, что девченок спас, а если бы тот урод их убил, что лучше было!? а вместо этого у парня отбирают лучшие годы жизни!!!",1
похоже ты сам из пиздосранска какогото дятел,1
зо о вдв оо лет вдв здравия ветераны желаю наступающим праздником с девяностолетием наших войск прославленных удачи благополучия успехов живите асо долго и счастливо,0
"очень,вкусно не отличить от ананаса👍",0
"Что-то модеры в последнее время подозрительно добрые пошли... (- -)
",1
вб о зб фото з з из из темы класс комментарий в,0
С сотовой связью тоже самое скоро будет.,1
очередная блядятина.,1
старая проблядь жопой виляет.,1
"И списала долги третьих стран перед СССР, которые должны были достаться в том числе и Казахстану. Какие же русские уроды умные
",1
"у урода и прессекретарь - урод.с моей точки зрения, вся эта кремлёвская и возлекремлёвская шобла подлежит полному уничтожению, вместе со своими родственниками.иначе россии не быть!!!!!",1
как я ждал в 2004 от этого пидора за которого я голосовал что не будет этой мрази....тогда объяснили что не дал действующий президент (даже фамилию писать в западло)...(когда эта мразь стала президентом не зная мувы)..за этого пидора голосовал запад окраины? так эта тварь еще и смылась...матов не хватает,1
"согласна на все 100, актер может быть талантливым, но гениальным нет, а вообще зажрались они, сосед с утра до утра работает на комбайне, чтоб этих мудаков накормить и кто главнее- конечно комбайнер...без хлеба-они никто..., но что обидно, если сосед пьяный наедет на кого -то., то всё, суд и жизнь -небо в клеточку, а вот такие упыри делают всё, что хотят и им закон не писан, а жить надо по закону страны, а не по волчьим ...",0
почему эту тварь оправдывают?он сидел за рулем в гавно обдолбанный.если бы аварию допустил обыкновеннный человек.то засудили бы сразу.а кто такой ефремов? гнида.,1
"преступления делают не снежки, а чурбаны и черномазые, это статистика и факты. Напомню, что в Торонто, к примеру , 40 процентов населения рождены за пределами города и страны, порядка половины из них нигры, азияты и арабесы. При этом Торонто неоднократно возглавлял список самых благополучных городов мира, и входил в пятерку самых безопасных. Чудеса, да и только. Наверное, неправильные небелые там живут. А теперь выборочно сравним уровень криминала по штатам США с самым белым и самым небелым населением . Инфа в открытом доступе, любезно предоставлена F.B.I. и мусорами. Так вот, начнем с самого цветного: The State of California reported 445.3 violent crimes and 2,553.0 property crimes per 100,000 inhabitants А теперь по штатам с преобладающим белым населением пройдемся. Например, Индиана с 86 белого населения The State of Indiana reported 404.7 violent crimes and 2,589.4 property crimes per 100,000 inhabitants Как видим, недалеко убежали от самого цветного и самого населенного штата. The State of Michigan reported 459.0 violent crimes and 1,909.9 property crimes per 100,000 inhabitants Как видим, переплюнули даже коммифорнию, несмотря на 80 белого населения. Видать, Детройт говна в жопу залил.. но ведь при этом у кали есть LA, заселеный латиносами и ниграми, да и вообще столицей уличных банд являющийся Далее - самый черный штат США, с 40 черного населения The State of Mississippi reported 280.5 violent crimes and 2,768.1 property crimes per 100,000 inhabitants Чудеса какие, наравне с самым белым штатом Небраской The State of Nebraska reported 291.0 violent crimes and 2,263.3 property crimes per 100,000 inhabitants
",1
"идея. вот наделали кучу танков, коробки продали и получили коробку для золочения танков. но вот и золотые танки закончились,а графа золочение танка осталась. но золотая коробка очень ценный девайс, он помогает кормить скот. а может стоит уже не нужную кнопку с золочением танка заменить на кнопку влюбления кроликов, если можно так сказать. щёлкать кнопкой мышки по сердечкам, когда в наличии около сотни кроликов, желающих размножения, порой просто не выносимо. может так будет интереснее? см. картинку.",0
"и не дай боже кто попадётся на пути, без ног останется это точно🤣😂🤣😂",0
наплодилось стадо фотожоперов,1
"не думал я, что ты такое грязное,обдолбаное чепушило.:d :d :d .недотрах,как ты далеко от истины:d да думай,что хошь,я все равно хуже жить не стану",1
суки позорные!!!,1
таких надо ставить в ряд и похуям стрелять чтобы знал тварь как к детям подходить,1
"долгое время ,по утрам,натощак, пью воду с лимоном и чайной ложкой меда. не могу сказать,что есть гастрит......",0
вода закончится - рыбки поедим!!!,0
суки пиздят за неделю всё разволилось,1
"всегда так делаю, очень вкусно, иногда добавляю столовую ложку сухой горчицы( на 3 л банку)",0
"Или петушок после анала на ротан ей дал, или он сам обосрался и пересел с иглы женского одобрения на женское летсо. Одно из двух.
",1
"вот твари,что они творят.",1
а тебе уже видно головешку отбили.чего сидишь пес гавкаешь?иди мразь усатую защищать на улицу.,1
"ох, сколько раз об этом слышала, но ни разу не встречала таких рожениц. двоих родила, надеясь на чудо. да ни фига. вторые роды хоть быстрее, но меня так скрутило, что после родов разогнуться не могла и вдохнуть воздух нормально. и кого ни спрашивала, никто не сказал, что родила, как выплюнула.",0
еврейские рожи..,1
у вальверде великое будущее,0
ты мразь навальный уйди с дороги россиян,1
"улыбка , радость красоты - это здоровье !!! будьте все здоровы !!!",0
03.08.20 ушел из жизни иван пайдушев.....:( :(,0
настоящие офицеры где ваша честь вы кому присягали этому ублюдку и их жопо лизам где ваша честь и где ссср вам не позорно перед детьми и внуками армия очнись кому вы служите пидорам которым наплевать на вас и всю страну,1
цена указана в объявлении,0
пипец что чушь и наглая ложь!!! тварю родилась тварью и сдохнет и не надо заливать какие женщины святоши,1
один выстрел и пиздец хрома в стволе,1
мне кажется семейная жизнь начинается с детства.,0
очень красивая девушка как трахнул бы❤💋 ❓,1
"...страшно жить на этом свете, в нём отсутствует уют... ветер воет на рассвете, волки зайчиков грызут..",0
"вы, умнички, лапушки, здоровья вам!",0
здравствуйте. топить надо было гораздо раньше.,0
"друзья! посмотрите на лицо медведева! вечно опухшие глаза и заплывшее рыло....бухарик конченный, который еще имеет право давать интервью и говорить как нам жить.....позорище!",1
"айнурки тогда еще не было в теме ,когда первые фотки с куем в роте полетели...уже остальные фотки ,где жопа кверху , выпросили девки и у пиньки ...а так то да...бабца сама хвасталась ,всем в лички покидала от великого счастья насосамшись,тот стремак с грустными глазами,приговаривая,что молодым фору даст...типа востребованная ещё...она тогда реально до безумия пиньку доставала своей похотью ,пинька был против ,но его сайп уговорил,который потом каялся,потому что это стало толчком всего этого срача многолетнего😱😂😂😂",1
нормально праздновать свой праздник не могут стадо баранов 🐑🐑🐑,1
"и это только начало пиздеца, дальше больше.",1
"ну а в старости😨😨😨 вы чё вообще больные😨😨😨😨😨 посчитайте сколько этот шедевр, действительно шедевр, будет так же красив?????? блин, да очухайтесь!!!!!!!!!!!",0
"да , негрусти и тебя выебут!!!",1
вкусняшка казы не ел уже лет10 раньше в ярославской мичете в дуконе пробовали сейчас нет только мясо и лепёшки,0
"Ну так ведь ремонтируют бампера на авто и довольно таки не плохо получается, чем тут иное?
",0
может ты туп может ты слаб?,0
"пиздешь чистой воды,задолбали в открытую народ тупорями считать!!есть и другие ее фото во время войны!!!",1
намордники. им. одеть. и. у. нас. в. латвии. всем. пидорам. тоже.,1
"хорошо, что хоть мыла.",0
а может даже передающий,0
правила для всех,0
"вот из-за таких какашек- пидорашек народ не может жить по человечески,,, живем как сволочи. для чего нас и дрессируют, как в фильме соотвествующего названия пусть гондурасы знают, что мы люди, человеки, а не народец, черви дождевые!!!!",1
"Никак не смотрю, вообще не смотрю телик. Я так понял, это контент чисто для хохлов с пораши.
",1
просто тварь!,1
"То на них пьяное быдло просто так напало и они его убили пьяное быдло плиз
",0
личинка медведки на начальной стадии всего 3мм,0
а вы ха путина пидара да я лучше за 2 мировую и за немцев,1
"не глядя в лицо расстрелять на месте, большинству понятно за что.",1
"спасибо😥😥😥и вам здоровья, а вашему ангелу царство небесное.",0
что это? они по фанере идут?,0
"здесь речь идёт совсем о другом а ты со своим весом,пей и жри сама долбоебка.",1
что бы ты сволочь сдох!,1
какая красивая душевная песня и как хорошо исполнено песни моей молодости можно слушать вечно,0
"суки,так всех тогда надо судить-никто ничего не помнит,одних за кражу бутылки пива дают 5 лет,этого алкаша и наркома опрвдали.сука здохнишь скоро сам от наркоты,тебя падло все прокленают.тварь конченая,человека на тот свет загнал,как ты ты будешь спать,он за тобой будет приходить каждую ночь",1
не каждый еврей жид и не каждый жид еврей . это чисто еврейская поговорка .,0
"долбаёбы, сами себе роют яму.",1
сказано прямо в яблочко!,0
"самая маленькая птичка в мире колибри-пчёлка, её длина не превышает шести сантиметров, а вес до двух граммов.",0
ты петух молотить будеш?да по тебе дурка просто воет,1
все переросшие горькие. и гнилые. только пидурки их едят один вред. надо собирать. маленькие. беленькие. чистинькие. да удаленикие,1
я буду только за ... если отпустить всех животных ...,0
это по типу как повезет.нужно найти три вида рыб...может повести сразу..а можете искать и искать..как с раскопками в пустыне..то 3 раза капнул и все 3 декора..а у многих музеи целые из кошек,0
"вот скабееву, суку, отпиздить бы от души, чтобы обосралась от боли, но чтобы убедилась, тварь, что схема работает.......",1
мм красивая писечка полизал бы её.👍👍👍💋💋💋,1
это их матка и папка.,0
"ты сифилис ходячий , ибанашка путинойдная ,",1
"правильно, не чего ходить еблом щёлкать по митингам за жалкую подачу. любители халявы и нежалекие нежоделанные утырки. вообще было бы здорово расстрелять пяток таких прям на площади.",1
"50к в год это либо он тебе в уши ссыт чтобы ты не завидовал, либо я даже не знаю, в рабстве в каком-то бодишопе? Это не средний американец, это лох какой-то. Туда даже наши боди шопы перевозят людей на 80к в год и это с учетом визы которая запрещает смену работодателя (т.е. условия там средние а не лучшие, все равно никуда не денешься). Ты бы зашел на glassdoor про медианные зарплаты почитал и не позорился со своими выдуманными знакомыми. Так и что там со страховками, цифры то хоть смог прочитать? Короче методичка у тебя хорошая, но те кто в теме сразу видят какой ты пиздабол.
",1
"У марго заслуг не больше. Такой же ноунейм с кучкой фанатов. Вот только разница в том, что пигдог может там на кого-то и залупается, но завсегдатаи Спермоградов Сипа Нестермана в ваши загоны не лезут, а вы сюда суетесь со своими иконами.",1
самым реальным выходом было бы ввести на линию разграничения российских миротворцев. но зеленский на это не пойдёт.,0
"а мне помог когда- то давно такой рецепт: стакан неочищенного овса( мама брала на конезаводе), промыть его и томить в литре молока",0
"уроды,вот всегда считала себя воспитанным человеком,но даже эмоций не осталось...",1
"Правильно вызвала, таких пидорасов учить надо
",1
"А то книга шедевр. не люблю этого, но - не читал, но осуждаю.",0
идиоты !....,1
да у мастера золотые руки!!!!!!!,0
"а это можно делать на 100 процентов ?может не всем растениям это окажется полезным...вот у меня например есть герань , драцена , фикус бенджамина , спатифилум , корелия , кислица ,глоксиния , руэлия -разные виды и им будет полезно ?а если нет?",0
моя слабость😋😋😋👏👏👏👍👍👍👍,0
"представьте, сама страдала этой заразой, грибок лечится в первую очередь изнутри. я почти год потратила, чтоб от этого избавиться. но каждому своё, можете продолжать жечь кожу, удачи",0
"спасибо, дорогая! и тебя с праздником)))",0
"да быстрее поймать, кастрировать прелюдно,чтобы другим был урок8oi и отправить в психушку для опытов",1
а свою коробку и тд слабо разработать чмыри сраные не хотите срать не мучайте жопу не умеете делать не делайте лучше ничего позор российскому автопрому что камаз что нива одно и тоже пол века,1
"луховинь,почему у вас такой низкий уровень вашей деятельности!?",0
"подскажите, если человек по ипотеке созаемщик, это чем грозит?",0
дорога в уляево.,0
"с учётом того что практически 50 % бюджета города отдано образованию, хочется спросить а что, три миллиарда рублей не хватает на термометры? может уже 🤬карманы свои закроют некоторые?",0
он такой лапочка что хочется его погладить,0
"это быдло, алкаш и тунеядец, как вы все говорите, за 2019-й год заработал 9 миллионов долларов! срал он на вас всех и на меня в том числе, с нашими мнениями и высказываниями!!!!!!!😞",1
"платошкин очень умный и грамотный,вы платошкина и в подметки не годитесь!!!",0
"и . что ? лучше что ли ходят как куры гриль - общипаны , пережарены и меж ляшек боченок пролезет !!!",0
почему не открывается страница?,0
"такой красивый!впервые такую красоту вижу!у нашей бабушки цвёл,только другой вид,но тоже красиво-колокольчиками!",0
"Ну там не только пулевые, осколочных много, с одним осколком под сердцем всю жизнь прожил, опасно извлекать было. Рука левая до конца вверх не поднималась, тоже осколок остался. В аэропорту всегда звенел проходя через рамку металоискателя
",0
ом деле! для того чтобы задачу непростую выполнить нужна мне вещь редкая. мне не хватает: горн https://ok.ru/game/kingdom/?item=466268212338_1596629847_2/0/221 https://kingdom.ugo.ru/,0
утопить конечно🤦🏻‍♀️,1
здесь похоже одни жополизы пукинские собрались....,1
сжечь заживо эту мразь вместе с его выводком! так сказать под корень.,1
хуесоски,1
классно молодцы.удачи,0
очень смешное и правдивое описание тихой охоты,0
расстрелять сучку,1
вот щас бы так я с радостью пошол бы на работу с 6 утра до 23 как я помню работал,0
пришли сбер ясногорск с 3 до 7,0
прилетели к нам грачи - пидорасы москвичи! (с),1
причем смертная казнь должна быть эквивалентна преступлению. этих двоих пырнуть 155 раз каждого и сжечь заживо.,1
